id,work,date,issue,page,block,text,label,label_grouped
253,debats,1856_07_12,1,1,P1_TB00036,"même Mozart et se termine à Alkan. Dé cette manière, au lieu d un seul concert un peu fatigant, parce qu il est trop rempli, vous en aurez deux d une juste étendue et présentant le plus vif intérêt. Voilà donc l arbre généalogique de toute cette famille qui a illustré et qu a illustré le clavecin qu le piano (car ici clavecin et piano c est une seule et même chose) arbre généalogique en effet où les individus se succèdent de père en iils, où les fils héritent des patrimoines des pères, où vous retrouvez Couperin dans Rameau, Haydn dans Mozart, Mozart dans Beethoven; non qu ils-se soient copiés ou si vous voulez volés et dépouillés les uns les autres, mais parce qu ils se sont transmis le fonds commun.",critique musicale,Actualités culturelles
254,democratie_pacifique,1844_05_14,1,2,PAG_2_TB000072,"La Scène au Bal, fragment de la symphonie fantastique, est un charmant morceau ; mais il perd beaucoup à être isolé. On ne conçoit plus la raison d être du motif emprunté au premier morceau, et qui domine toute la symphonie. L oreille est frappée du disparate qui existe entre les deux thèmes, et l intelligence, non avertie, ne peut pas saisir l intention du contraste. C est merveille de voir comment Liszt a su , en réduisant ce morceau pour le piano, reproduire tous les effets de l orchestre, et conserver à chaque partie sa couleur propre. Néanmoins, nous devons, historien véridique, dire que Liszt a produit moins d effet avec ce morceau qu avec les autres.",critique musicale,Actualités culturelles
255,debats,1845_05_14,1,2,P2_TB00012,"conde loge, observait philosophiquement cette tempête d enthousiasme, et se demandait sans doute, en voyant les manifestations tumultueuses de l orchestre et des choristes, ce que sont devenus tous les petits drôles, tous les petits contre-pointistes, tous les petits crétins de 1807, quand le parterre, l ayant aperçu, s est levé en masse en se tournant vers lui, et la salle d éclater de nouveau en cris de reconnaissance et d admiration; clameur sublime dont les âmes émues saluent le vrai génie, et sa plus noble récompense ! N y a-t-il pas quelque chose de providentiel dans ce triomphe décerné au grand artiste au sein même de l Ecole où, pendant trente ans et plus, on enseigna la haine de sa personne et le mépris de ses ouvrages!.... Et cependant, combien la musique delà Vestale doit perdre , ainsi privée du prestige de la scène, pour ceux des auditeurs surtout (et le nombre en est grand) qui ne l ont jamais vue à l Opéra ! Comment deviner au concert cette multitude d effets divers où l inspiration dramatique éclate avec tant d abondance et de profondeur ? Ce que ces auditeurs peuvent saisir, c est une vérité de caractères et d expression qu on devine dès les premières mesures de chaque rôle , c est l intensité de passion qui rend cette musique lumineuse par l ardente flamme qui y est concentrée, sunt lacrypiœ rerumt, et la beauté purement musicale des mélodies et des groupes d accords. Mais il y a des idées qui ne peuvent s apercevoir qu à la représentation ; il en est une entre autres d une rare beauté au second acte. La voici : Dans l air de Julia Impitoyables dieux! air dans le mode mineur et plein d une agitation désespérée, se trouve une phrase navrante d abandon et de douloureuse tendresse : Que le bienfait de sa présence enchante un seul moment ces lieux. Après la fin de l air et ces mots de récitatif : Viens, mortel adoré, je te donne m* vie, pendant que Julia va au fond du théâtre pour ouvrir à Licinius, l orchestre reprend un fragment de l air précédent où les accens du trouble passionné de la Vestale dominent encore ; mais au moment même où la porte s ouvre en donnant passage aux rayons amis de l astre des nuits, un pianissimo subit ramène dans l orchestre, nn peu ornée par les instrumens à vent, la phrase que le bienfait de sa présence ; il semble aussitôt qu une délicieuse atmosphère se répande dans le temple, c est un parfum d amour qui s exhale, c est la fleur de la vie qui s épanouit, c est le ciel qui s ouvre , et l on conçoit que l amante de Licinius, découragée de sa lutte contra son cœur, vaincue enfin par le souvenir que lui rappelle cette mélodie, vienne en chancelant s affaisser au pied de l autel , prête à donner sa vie pour un instant d ivresse. Je n ai jamais pu voir représenter cette scène sans en être ému jusqu au vertige. A partir de ce morceau, cependant, l intérêt musical et l intérêt dramatique vont sans cessé grandissant; et l on pourrait presque dire que, dans son ensemble, le second acte de la Vestale n est qu un crescendo gigantesque, dont le forte éclate à la scène finale du voile seulement. Il",critique musicale,Actualités culturelles
256,siecle,1858_03_17,1,3,Page1_Block29,"session extraordinaire pour ( 25 mars 1858, à onze heures, en l église mëtro- 3S bases de la construction politaino, à l occasion de la fête de l Annoncia tion. La musique de cette messe, de la compo sition de M. Gounot, sera exécutée par quatre cents artistes. M. Alard jouera un solo de vio lon. Le produit 4 es chaises et de la quête est destiné a accroître les ressources de la caisse de secours de l Association des artistes musiciens. — Une assemblée de charité aura lieu le-ven- dredi 19 mars 1858, fête de saint Joseph, dans l église Saint-Joseph, en faveur dos œuvres de la paroisse et des pavres visités par les dames de charité. A deux heures et demie, chant des hymnes en l honneur du Très-Saint-Sacrcment et sermon par M. l abbé Jacquet, aumônier de l institution Favart. L assemblée sera présidée par M. le cardinal archevêque de Paris. — L association de fabricans ot artisans pour lp patronage d orphelins des deux sexes, prési dée par M. le baron Charles Dupin, donnera le vendredi 19 mars, à huit heures du soir, dans la salle Hérz, son concert annuel, dans lequel se feront entendre Mmes Dobré, Dottini, Char lotte X )Teyfus et Lascabanne, et MM. E. Nathan, Ch. de Kontski, Triébert, Marochetti et Ltgendre. — Le célèbre pianiste compositeur russe An toine Rubenstein donnera lo jeudi 18 mars, à huit heures et demie du soir, dans la salle Horz, un concert avec orchestre. On se rappelle l effet extraordinaire qu il a produit l hiver dernier. Le proçramtne de jeudi promet un succès non moins brillant. On y voit figurer un nouveau conperto etrune sonate pour piano et alto de sa composition, et, parmi les pièces légères, la marche des Ruines d Athènes, une tarentelle et des romances sans paroles. S adresser pour les billets à la salle Herz et chez tous les éditeurs de musique, four toutes lea Nouvelles diverses, Alexis Grosselln.",critique musicale,Actualités culturelles
257,le_pays,1854_01_10,1,2,PAG_2_TB000118,"Quant aux différentes musiques qui ont aujourd hui le privilège de charmer ks peuples de l Orient, Turcs, Maures, Arabes, In-dous, Chinois, elles fournissent aussi un contingent au Dictionnaire. Il se compose (le- mots peut être clairs pour les musiciens de ces contrées, mais que pour la plupart nous ne comprenons pas plus que leur musique elle-même, musique dont nous avons eu quelques échantillons appoités en Europe par des artÜ,t s de toutes couleurs, qui, à la vérité, n étaient probablement ni les Pagnni-ni, ni les Hossini, ni les Mozart de leur pays. Ces mots s appliquent à des modes que nous connaissons peu, à des instiumcnts d une forme toute primitive et d une sonor.fé tantôt douteuse et tantôt trop bruyante. Le gong- ou tamtî-an, les cymbales, le triangle, les m 1 >ts, .es-honneites, Jes c1,)chetks, le p M!i<u, elr-iois, la gros.-e caisse, Ses timhai e. !e-; taui-)Ours, sont les .seuls emprunts que nous ayons faits aux orchestres de l Orient, et",critique musicale,Actualités culturelles
258,debats,1854_07_05,1,3,P3_TB00012,"Concours annuel d orphéons et de musique d Harmonie de Seine-et-3larnc, à Slelun. (Quatrième concours.) La petite ville de Melun, chef-lieu du déparlement de Seineet-Marne, présentait avant-hier dimanche un spectacle ravissant, une animation extraordinaire. C était a l occasion d une grande fête musicale, d un appel fait à tous les ama J teurs d harmonie de Paris et de trente lieues à la ronde. Jamais Melun n avait vu ses rues envahies par une foule aussi considérable. Les convois arrivant de Paris et de Montereau n ont cessé, depuis le matin jusqu à midi, d y verser des Ilots de curieux et des membres de toutes les Sociétés musicales. Le département de Seine-et-Marne a le bonheur de posséder soixante-huit de ces Sociétés artistiques parfaitement organisées, et dont la moindre compte une cinquantaine d amateurs. (1 est peu de départemens qui olfrent des réunions plus belles et où le goût de la musique se soit plus rapidement développé, grâce, il faut le dire, à Pinfatigable activité du directedr général des concours, M. Delaporle. Un temps d une rare beauté,--im-soleil étincelant; un ciel pur étaient venus ajouter à; l éclat de celte belle fête, à la joie populaire,<à l enthousiasme général. Toutes les Sociétés appelées à concourir, au nombre de cinquante-six, s étaient massées à onze heures auprès du débarcadère du chemin dé fer pour entrer en ville dans le meilleur ordre possible en Suivant un itinéraire tracé à l avance. Il y a eu là bien du désordre, bien du brouhaha, bien des voix qui commandaient, mais qu importe ! A midi cette masse fut mise en mouvement, bannières hautes, suivie, précédée, accompagné!) d innombrables curieux dont les cris aigus se mêlaient aux fanfares des régimens - de cavalerie. Les bjuinières étaient d une richesse prodigieuse. On remarquait surtout la bannière des Enfans.de Paris, cri velours bleu, brodée d argent, glands et torsades d argent, et sur laquelle étaient attachées les médailles.coqquises dans les concours précédéns. Ce magnifique cortège,) dont rien n a troublé la marche imposante et dont il est difficile de se taire une idée, se composait ainsi :",critique musicale,Actualités culturelles
259,le_pays,1855_06_10,1,2,PAG_2_TB000123,"On doit regretter que les nombreux facteurs u piano, de Vienne, de Pestb, de Prague et autres capitales de l empire autrichien, se soient abstenus ou peu près. Un seul fabricant, M. Péters, a exposé un pe piano à queue et divers claviers. Les pianos autrichien» ne sont point à dédaigner, et il est bon nombre de pi nistes qui les mettent sur la même ligne que les meil-^leurs pianos de France et d Angleterre. L avantage qu ont sur les nôtres, c est le-bon marché. Le beau pr à queue de M. Peters coûte à peu près, moitié moi qu un piano de même dimension fabrique à Louais à Mais voici une industrie qui a pris depuis [opgteBipj, non seulement en Au triche mais encore ep AHem g ile, de vastes proportions : nous voulons parler des t vulgairement connues sous le nom d orgues ue <",critique musicale,Actualités culturelles
260,le_pays,1854_01_10,1,2,PAG_2_TB000102,"Peut-être si Grégoire, au lieu de rattacher la musique religieuse au système des Grecs, eût laissé plus de liberté à cet instinct mélodique que les peuples ont toujours conservé à des degrés diffférents, les études des maîtres et des chercheurs eussent-elles pris une autre direction. Certes, il avait raison de mettre, dès le début, une barrière entre la musique consacrée au service de Dieu et la musique qui sert aux usages habituels de la vie, mais tout en traçant et en maintenant d une main forte et sévère cette limite désirable, et en y installant, pour ainsi dire, une forte garde, il eût moins enchaîné l inspiration, s il n avait cru devoir lier aussi étroitement la musique renaissante au cadavre de la musique antique.",critique musicale,Actualités culturelles
261,presse,1856_12_14,1,1,Page1_Block28,"fait partie, avec l armoire q.£Îace, de tous les mo biliers du Treizième... * J insiste sur ces maladresses de la mise en scè ne, parce que,.même aux Italiens, on apporte des yeux au théâtre, et non pas seulement des oreil les, et que ce cadre bariolé jette des reflets criards sur l harmonie de la partition. Or, la qualité su prême de la musique de la Traviata, c est d être essentiellement actuelle* et vivante : musique de chambre, musique de boudoir, qui résume, en les épurant, toutes les finesses et toutes les lan gueurs de l amour moderne. Le drame prélude pa r une phrase mélancolique fl une douceur extrême, que les instrumens répè tent et se chuchotent les uns aux autres, comme une confidence. La toile se lève sur le souper nocturne : l orchestre .rit et s exalte; sur son joyeux tumulte, circule entre les convives une causerie ardente et rapide. Le brmdisi chanté par Mario et repris par la Piccolomini pétille de verve et de brip voluptueux. Quelle vigueur nerveuse de rhythme etdetour! Cela se développe et s enroule comme le pampre autour d un thyrse bachique. C est d ailleurs une ivresse, de patriciens que ce toast entraînant ex prime ; l ivresse élégante,^nême lorsqu elle chancelle, et dont la flamme ne s allume. que dans la fumée des vins généreux. Les convives s é Joignent ét vônt-danser dans la salle voisine. Un-orchestre, caché derrière la scè ne, dessine vaguement des valses lointaines. Le duo d Aifred et de Violetta se détache mélancoli quement sur ce fonds de joie. Ce n est d abord qu un récitatif spirituel ; puis la voix- de l amant tourne au pathétique par une transition insensible, et répand sa passion contenue dans un air d une tendresse exquise : Un di felice, eterea. Violetta lui répond par de moqueuses roulades ; elle raille l é légie plaintive ; elle la pique et la crible de traits folâtres. Le contraste de cette mélodie lutine et de ce chant passionné, accompagnés par l air in souciant qiii danse et trépigné derrière la coulisse, est d une originalité pénétrante. : La cavatine de Violetta, reatée seule, peut se",critique musicale,Actualités culturelles
262,debats,1856_07_12,1,2,P2_TB00009,"Ilummej, œuvre classique et charmante, qu elle a joué en perfection en société de MM. Alard et Franchomme, et un très brillant solo de piano peut-être de la composition de. la jeune bénéficiaire. Celte virtuose a de l expérience ; son jeu est net, énergique et brillant. Do M Ua Rosalie Roux ie n ai pu entendre qu un impromptu de Chopin, le feu follet et les Naïades de-Prudent, deux légères et jolies blueltes. C est la première fois que M ûo Rosalie Roux se fait entendre en public, et l on sait, ou plutôt l on ne sait pas combien rude est l épreuve pour, une jeune personne dont le talent ne s est produit jusqu ici que dans le cercle Intime de la famille. Le jeu de M 0 Roux n en est pas moins plein d aisance, d une pureté et d une égalité remarquable. Elle est même douée d un sens musical exquis, un peut lui prédire les plus légitimes succès. Deux belles séances de l Orphéon ont eu lieu le 8 juin et le dimanche suivant au Cirque Napoléon, sous la direction de M. Ch. Gounod. Les morceaux qui ont px-oduit le plus grand effet et qui la plupart ont été redemandés, sont YAdoramus te, de Paléstrina ô Filii , de Leissring, un grand chœur religieux de Beethoven, la marche des Deux Avares de Grétry, un chœur de Jaguarita, de M. F. Ilalévy, et un Inviolata, de M. Ch. Gounod. A la fin de la première séance, une collecte a été faite en faveur des malheureux inondés, et elle a dû être abondante, car la vaste enceinte du Cirque ne présentait pas une seule -place vide. Nous recommandons les cours de MM. Molard et Laval pour renseignement de toutes les branches de la musique, solfège , piano chant, accompagnement, harmonie. Chacune de ces études est l objet d un enseignement distinct confié à un professeur spécial. Le cours -Molard-Laval.réunit par une heureuse | combinaison les avantages de l éducation individuelle à ceux de l éducation collective, Dans une des dernières séances, on a beaucoup applaudi le talent fie M il ° Clémence Laval, pianiste très distinguée ; celui de M 1 Casimir , Ncy, cantatrice excellente et musicienne parfaite; MM. Piler, violoncelliste ; Becquié de Poy■reville, violoniste, et autres artistes d un grand mérite. J. D OUTIOJE,",critique musicale,Actualités culturelles
